,portfolio
2023-04-13,1852724.4942855034
2023-04-14,1843197.6076596433
2023-04-17,1838959.18184782
2023-04-18,1842617.8226556059
2023-04-19,1838027.9545776537
2023-04-20,1835891.859431676
2023-04-21,1833825.2461609356
2023-04-24,1836485.8888828768
2023-04-25,1825041.6776598336
2023-04-26,1825685.6645713768
2023-04-27,1839957.6932487346
2023-04-28,1841137.5462368878
2023-05-01,1839201.2484615496
2023-05-02,1838515.6965961703
2023-05-03,1839528.9011609736
2023-05-04,1839386.691635896
2023-05-05,1847095.1387166618
2023-05-08,1848038.8033374324
2023-05-09,1847506.2944080925
2023-05-10,1848836.2380919808
2023-05-11,1843316.1948523158
2023-05-12,1841380.2939061916
2023-05-15,1846453.4644152927
2023-05-16,1838226.655942467
2023-05-17,1842378.9549953225
2023-05-18,1842411.0111817818
2023-05-19,1845449.2590710414
2023-05-22,1846069.1163274187
2023-05-23,1838012.2443619976
2023-05-24,1830639.2607975611
2023-05-25,1834684.604294826
2023-05-26,1845896.0656415687
2023-05-30,1845421.7866832484
2023-05-31,1840921.0011727004
2023-06-01,1848309.715599722
2023-06-02,1851403.1612575396
2023-06-05,1851420.93682354
2023-06-06,1853331.099343491
2023-06-07,1845959.2544474278
2023-06-08,1853928.3549271442
2023-06-09,1854689.1788857603
2023-06-12,1860589.8780275981
2023-06-13,1864251.4849172991
2023-06-14,1867322.7111951294
2023-06-15,1876478.8194666952
2023-06-16,1873566.9879014662
2023-06-20,1865632.83425728
2023-06-21,1861594.9635017063
2023-06-22,1861371.520665188
2023-06-23,1853734.146032794
2023-06-26,1849567.4449419384
2023-06-27,1859658.5098249367
2023-06-28,1857649.7924645361
2023-06-29,1859707.5130053665
2023-06-30,1867410.0996605898
2023-07-03,1870815.6077188998
2023-07-05,1867971.5246346546
2023-07-06,1861060.1705889038
2023-07-07,1861148.6955888127
2023-07-10,1864131.7177744203
2023-07-11,1868766.4118571898
2023-07-12,1876745.4871197185
2023-07-13,1888612.3895128057
2023-07-14,1883292.1693474592
2023-07-17,1886610.8184307485
2023-07-18,1890929.0468540401
2023-07-19,1891700.2383338385
2023-07-20,1880630.1483943448
2023-07-21,1880806.8923759044
2023-07-24,1885008.230362608
2023-07-25,1890627.90579967
2023-07-26,1891599.0194340926
2023-07-27,1884603.0291335222
2023-07-28,1897969.5213010598
2023-07-31,1900666.3458004657
2023-08-01,1893093.2308260417
2023-08-02,1873092.2582878312
2023-08-03,1870980.2834294194
2023-08-04,1866636.6281367212
2023-08-07,1875710.5594240234
2023-08-08,1868416.8794161337
2023-08-09,1863897.4095659358
2023-08-10,1863657.104994423
2023-08-11,1859276.9658182072
2023-08-14,1861632.4358682474
2023-08-15,1850121.2660106053
2023-08-16,1842314.5566490886
2023-08-17,1837717.2050507271
2023-08-18,1838907.7041015783
2023-08-21,1841116.402519825
2023-08-22,1838947.7918798772
2023-08-23,1842706.9327638804
2023-08-24,1837684.9146223878
2023-08-25,1841188.1770081006
2023-08-28,1844435.0334431166
2023-08-29,1849506.5342423744
2023-08-30,1850309.712079659
2023-08-31,1849773.5269402459
2023-09-01,1851772.936219987
2023-09-05,1849659.195722276
2023-09-06,1848961.580114129
2023-09-07,1848026.3219702905
2023-09-08,1849222.612076157
2023-09-11,1853363.5609963227
2023-09-12,1852122.6439593756
2023-09-13,1851589.6199044085
2023-09-14,1857411.152774475
2023-09-15,1855822.9727908701
2023-09-18,1856949.8892508643
2023-09-19,1856764.3267652125
2023-09-20,1853283.642069782
2023-09-21,1846149.6166097128
2023-09-22,1845800.912538103
2023-09-25,1848125.5757428235
2023-09-26,1837556.647738812
2023-09-27,1838856.3812790865
2023-09-28,1840277.9768368434
2023-09-29,1838047.2386792838
2023-10-02,1833013.6126109967
2023-10-03,1828568.3870116072
2023-10-04,1824616.104187126
2023-10-05,1824670.273378976
2023-10-06,1827821.3929574508
2023-10-09,1835728.486750929
2023-10-10,1836360.331089558
2023-10-11,1836260.4098172272
2023-10-12,1835378.3320877734
2023-10-13,1838623.8225404252
2023-10-16,1839852.7798859926
2023-10-17,1840962.2978037826
2023-10-18,1840447.4599506408
2023-10-19,1841271.7097876614
2023-10-20,1837915.3900480308
2023-10-23,1839434.3933343892
2023-10-24,1842431.6704985497
2023-10-25,1839202.1021602072
2023-10-26,1830529.3482476822
2023-10-27,1828698.3738615124
2023-10-30,1831260.2934370746
2023-10-31,1831857.9943045767
2023-11-01,1833454.432747344
2023-11-02,1840982.368459911
2023-11-03,1841739.674417768
2023-11-06,1842305.5745155194
2023-11-07,1839445.9267965348
2023-11-08,1837273.5826231218
2023-11-09,1837889.8603348995
2023-11-10,1842442.823328478
2023-11-13,1843093.6200567388
2023-11-14,1843392.9757001346
2023-11-15,1845585.1421016045
2023-11-16,1841473.0384639124
2023-11-17,1843848.9829183347
2023-11-20,1850351.426072259
2023-11-21,1848959.74380189
2023-11-22,1851084.1975121694
2023-11-24,1851207.315430905
2023-11-27,1847980.1558501697
2023-11-28,1853816.6411352742
2023-11-29,1853890.7416339933
2023-11-30,1850853.164971456
2023-12-01,1856121.4164448043
2023-12-04,1851277.3969614496
2023-12-05,1851348.61220435
2023-12-06,1846307.02176043
2023-12-07,1849966.4160641844
2023-12-08,1853948.5213246634
2023-12-11,1854465.3472956363
2023-12-12,1856198.0544917253
2023-12-13,1865304.280809934
2023-12-14,1868864.5499788744
2023-12-15,1869568.0945106386
2023-12-18,1873087.5653868455
2023-12-19,1877433.3234282553
2023-12-20,1868402.2749809518
2023-12-21,1874612.5510812297
2023-12-22,1875091.6603328204
2023-12-26,1878750.5158263093
2023-12-27,1880896.5424699874
2023-12-28,1877464.89900177
2023-12-29,1874475.850780596
2024-01-02,1868835.2851917136
2024-01-03,1856831.5781104784
2024-01-04,1854383.483392239
2024-01-05,1854293.2089657309
2024-01-08,1871270.0765929257
2024-01-09,1866577.931926636
2024-01-10,1871658.0270867206
2024-01-11,1870099.067483038
2024-01-12,1870952.5105410689
2024-01-16,1865015.1343338457
2024-01-17,1858927.8794299103
2024-01-18,1864822.4057176118
2024-01-19,1876227.2585173422
2024-01-22,1879286.6007350236
2024-01-23,1880210.8987429822
2024-01-24,1880060.4969046793
2024-01-25,1883702.650449727
2024-01-26,1881597.461755669
2024-01-29,1887271.1091327001
2024-01-30,1884404.5287550814
2024-01-31,1873154.2404781752
2024-02-01,1881419.3916541962
2024-02-02,1885880.4055384938
2024-02-05,1883062.4782837157
2024-02-06,1885162.3508864434
2024-02-07,1889832.8743123554
2024-02-08,1890084.7085056526
2024-02-09,1893976.2476717068
2024-02-12,1892982.48456384
2024-02-13,1881908.2025925305
2024-02-14,1890356.2054272823
2024-02-15,1895545.074807095
2024-02-16,1893059.5467800095
2024-02-20,1890937.3856515842
2024-02-21,1890243.5806955341
2024-02-22,1907036.4299825144
2024-02-23,1908131.3787127943
2024-02-26,1908701.8764867755
2024-02-27,1912411.0699415912
2024-02-28,1910340.6666744633
2024-02-29,1912948.707948491
2024-03-01,1924478.0946139859
2024-03-04,1925195.68655943
2024-03-05,1913141.4954174065
2024-03-06,1923693.0039727534
2024-03-07,1934111.7954405202
2024-03-08,1930235.2384887107
2024-03-11,1928928.9298444805
2024-03-12,1935335.0924332652
2024-03-13,1937174.1417292412
2024-03-14,1931753.6808618337
2024-03-15,1927025.8379976896
2024-03-18,1930530.5696672897
2024-03-19,1931678.7355083453
2024-03-20,1941236.7258020383
2024-03-21,1941120.8196892783
2024-03-22,1936927.5667597067
2024-03-25,1937184.9024108876
2024-03-26,1935634.8069868314
2024-03-27,1942294.437002437
2024-03-28,1946517.586136794
2024-04-01,1945367.9315358247
2024-04-02,1946394.1960978422
2024-04-03,1951948.5466984306
2024-04-04,1941381.5494729094
2024-04-05,1955753.7186407635
2024-04-08,1961393.5358268083
2024-04-09,1967079.3623909235
2024-04-10,1948033.3883356557
2024-04-11,1957522.8914280494
2024-04-12,1940538.7231922615
2024-04-15,1929698.3297661091
2024-04-16,1924204.8116398207
2024-04-17,1915031.601897353
2024-04-18,1915122.5370572077
2024-04-19,1917608.805436472
2024-04-22,1922094.056623142
2024-04-23,1929174.7513158785
2024-04-24,1930439.3037923232
2024-04-25,1929470.3082671866
2024-04-26,1931838.8643299285
2024-04-29,1934091.977906375
2024-04-30,1926431.9744038163
2024-05-01,1926160.481278268
2024-05-02,1929418.0363911476
2024-05-03,1934244.1699429334
2024-05-06,1939533.0354634887
2024-05-07,1939480.8420187803
2024-05-08,1939466.4351723732
2024-05-09,1942451.392689144
2024-05-10,1943268.0790384696
2024-05-13,1944692.727792376
2024-05-14,1948590.9015567072
2024-05-15,1956454.9112102923
2024-05-16,1954500.0590057722
2024-05-17,1956493.142442054
2024-05-20,1957926.5873063824
2024-05-21,1958059.7065336474
2024-05-22,1949035.428012439
2024-05-23,1937979.1478822634
2024-05-24,1945058.5833238426
2024-05-28,1946641.7271104339
2024-05-29,1930248.4721167868
2024-05-30,1928515.3621640755
2024-05-31,1933715.1953667798
2024-06-03,1938823.7320274054
2024-06-04,1935905.721084283
2024-06-05,1945967.7174520418
2024-06-06,1948009.1823574265
2024-06-07,1940992.7234954778
2024-06-10,1943907.775288403
2024-06-11,1945174.569476546
2024-06-12,1949482.7109461362
2024-06-13,1948359.1443875206
2024-06-14,1948693.2785235236
2024-06-17,1954084.376011194
2024-06-18,1956543.3464965066
2024-06-20,1959174.4511393837
2024-06-21,1956549.8347725256
2024-06-24,1954661.2450329391
2024-06-25,1959553.6193588264
2024-06-26,1957498.6084654792
2024-06-27,1959858.9005113486
2024-06-28,1956812.3942191924
2024-07-01,1960039.2965864365
2024-07-02,1962560.9097925457
2024-07-03,1965987.5016133778
2024-07-05,1972763.315282298
2024-07-08,1971079.9969634237
2024-07-09,1973324.2649110255
2024-07-10,1980765.589033176
2024-07-11,1979560.2717406733
2024-07-12,1983828.5243349369
2024-07-15,1983860.2082971905
2024-07-16,1991338.1653478423
2024-07-17,1978091.1475955315
2024-07-18,1967125.7881696397
2024-07-19,1954539.389114197
2024-07-22,1965878.1674264758
2024-07-23,1963430.3922270206
2024-07-24,1952118.4936899804
2024-07-25,1947901.3604699306
2024-07-26,1956750.7556741366
2024-07-29,1956628.0329959616
2024-07-30,1952125.4296487193
2024-07-31,1970190.2142503476
2024-08-01,1968227.789746715
2024-08-02,1970761.0117932155
2024-08-05,1962462.302028761
2024-08-06,1964807.3688948175
2024-08-07,1961923.861920172
2024-08-08,1977524.943860398
2024-08-09,1979415.1422944793
2024-08-12,1981338.270852251
2024-08-13,1984863.9687855628
2024-08-14,1983759.3323801968
2024-08-15,1987355.9965038716
2024-08-16,1993199.5216498452
2024-08-19,1996114.7544834132
2024-08-20,1997185.9992788096
2024-08-21,1997960.3871433872
2024-08-22,1991533.0914986148
2024-08-23,2002326.72728992
2024-08-26,2002685.0390480813
2024-08-27,2004692.1020559645
2024-08-28,2000368.9956174195
2024-08-29,2002467.1289149758
2024-08-30,2002700.55561223
2024-09-03,1998875.1268289704
2024-09-04,1999579.684451891
2024-09-05,2002276.928288242
2024-09-06,1993860.350743266
2024-09-09,2001363.7879918073
2024-09-10,2007734.462164533
2024-09-11,2007906.7446260876
2024-09-12,2017187.3073698299
2024-09-13,2025226.0587475451
2024-09-16,2027986.4103479923
2024-09-17,2022086.4367364873
2024-09-18,2015604.001314978
2024-09-19,2022478.2899221855
2024-09-20,2025068.8714613472
2024-09-23,2028952.5182613835
2024-09-24,2035832.9240948793
2024-09-25,2030553.895738632
2024-09-26,2042627.1766772931
2024-09-27,2037628.4606825071
2024-09-30,2031022.3483603492
2024-10-01,2034753.3081911618
2024-10-02,2038927.0653938008
2024-10-03,2032460.9289649618
2024-10-04,2033333.869647604
2024-10-07,2030305.5110623126
2024-10-08,2016471.4502148735
2024-10-09,2011916.1002008524
2024-10-10,2013339.400795407
2024-10-11,2021548.0287378095
2024-10-14,2022808.1118013312
2024-10-15,2019520.4254139548
2024-10-16,2024043.5177312444
2024-10-17,2025591.8592398774
2024-10-18,2033587.7462921625
2024-10-21,2026844.5700755953
2024-10-22,2033400.754804905
2024-10-23,2022142.1813848047
2024-10-24,2027817.3180402953
2024-10-25,2025096.737316315
2024-10-28,2030433.918091671
2024-10-29,2036807.3108636343
2024-10-30,2036571.3380409654
2024-10-31,2017027.7119385328
2024-11-01,2014893.743453995
2024-11-04,2014703.256294045
2024-11-05,2026089.6988799337
2024-11-06,2026140.5906250682
2024-11-07,2034820.844545718
2024-11-08,2037155.6359855733
2024-11-11,2040615.3958990467
2024-11-12,2037940.4804476206
2024-11-13,2036307.7450243558
2024-11-14,2029952.2246096116
2024-11-15,2026177.8867071928
2024-11-18,2034076.4097630526
2024-11-19,2040501.863029308
2024-11-20,2042672.6530029634
2024-11-21,2050964.8958061985
2024-11-22,2055911.590910602
2024-11-25,2051042.529673106
2024-11-26,2052104.0498813593
2024-11-27,2051503.1099955018
2024-11-29,2054128.9757126174
2024-12-02,2051593.3595529026
2024-12-03,2050941.3158090576
2024-12-04,2054492.0417657292
2024-12-05,2052977.9313629798
2024-12-06,2053463.7372271144
2024-12-09,2049459.2961411725
2024-12-10,2043369.899980855
2024-12-11,2049451.4067741071
2024-12-12,2045014.1620811468
2024-12-13,2045451.2583614236
2024-12-16,2047204.1318023058
2024-12-17,2040604.3836144812
2024-12-18,2004276.501647886
2024-12-19,1999105.132416832
2024-12-20,2009700.8871369471
2024-12-23,2012351.5918337014
2024-12-24,2018038.5377637618
2024-12-26,2018124.190700787
2024-12-27,2013431.531936313
2024-12-30,2009299.689946033
2024-12-31,2009648.1165456753
2025-01-02,2006685.2701033433
2025-01-03,2014270.5815358793
2025-01-06,2015432.3024428491
2025-01-07,2013977.1271429826
2025-01-08,2014923.8684183573
2025-01-10,2013139.2580727385
2025-01-13,2016720.9789285571
2025-01-14,2020463.0428025227
2025-01-15,2034334.4819320492
2025-01-16,2038663.456450334
2025-01-17,2037223.682784135
2025-01-21,2041507.2460347058
2025-01-22,2039214.442581809
2025-01-23,2040525.1728471653
2025-01-24,2041778.6102723537
2025-01-27,2038949.7545543902
2025-01-28,2042024.140978292
2025-01-29,2037849.1863329841
2025-01-30,2045004.8011528845
2025-01-31,2041663.3309132096
2025-02-03,2041987.4305180884
2025-02-04,2050916.6029809131
2025-02-05,2054697.4782857003
2025-02-06,2054889.416485226
2025-02-07,2052759.6652809007
2025-02-10,2061491.110035104
2025-02-11,2060421.9837605858
2025-02-12,2059914.9554474861
2025-02-13,2067163.2443990768
2025-02-14,2061463.1908714545
2025-02-18,2068522.2442664078
2025-02-19,2069366.6389540022
2025-02-20,2068195.1250059688
2025-02-21,2054491.683472814
2025-02-24,2048241.736783964
2025-02-25,2036205.6264114545
2025-02-26,2037789.8116503826
2025-02-27,2021866.1078779418
2025-02-28,2025062.6669941898
2025-03-03,2021149.0859058555
2025-03-04,2020192.74550814
2025-03-05,2026064.94091986
2025-03-06,2020485.343529887
2025-03-07,2021671.837304637
2025-03-10,2015378.5688024345
2025-03-11,2015060.9876909854
2025-03-12,2017840.789492923
2025-03-13,2017422.4561757797
2025-03-14,2023474.5939334328
2025-03-17,2028459.7942016097
2025-03-18,2031108.9696207633
2025-03-19,2034891.5025732955
2025-03-20,2030635.8811945806
2025-03-21,2024171.975246741
2025-03-24,2025667.7467152842
2025-03-25,2028227.9272907379
2025-03-26,2023479.8031393897
2025-03-27,2029550.8051033511
2025-03-28,2024672.8414384995
2025-03-31,2028502.972605402
2025-04-01,2025923.7727102058
2025-04-02,2028671.5764947569
2025-04-03,2012850.7139154207
2025-04-04,1998726.2329210152
2025-04-07,1990595.0935846067
2025-04-08,1988800.4547650982
2025-04-09,1994282.4923862452
2025-04-10,1997936.538587617
2025-04-11,2000670.1840861698
2025-04-14,1998590.0773962238
2025-04-15,2000731.8688324322
2025-04-16,2013451.7111430145
2025-04-17,2011833.8253459842
2025-04-21,2024203.6402866694
2025-04-22,2018569.2281453873
2025-04-23,2007597.9938764465
2025-04-24,2009880.2368667682
2025-04-25,2008441.7012867425
2025-04-28,2010649.5713923636
2025-04-29,2009379.6864193508
2025-04-30,2008454.4941151296
2025-05-01,2004885.1492480235
2025-05-02,2007404.6714360635
2025-05-05,2011398.013490402
2025-05-06,2015389.5609832567
2025-05-07,2010793.737243433
2025-05-08,2007272.2336486536
2025-05-09,2010809.3435738098
2025-05-12,2010936.968978001
2025-05-13,2015067.1587163517
2025-05-14,2011972.7018005818
2025-05-15,2016749.1338691588
2025-05-16,2016521.3449897773
2025-05-19,2022317.7179894152
2025-05-20,2026526.061803626
2025-05-21,2025186.1705642713
2025-05-22,2025149.6689779605
2025-05-23,2024211.3493803772
2025-05-27,2035234.886152348
2025-05-28,2028468.152345574
2025-05-29,2030588.8547770309
2025-05-30,2026341.1791566832
2025-06-02,2034977.0954361288
2025-06-03,2035122.2179121051
2025-06-04,2039254.5181836877
2025-06-05,2040584.5125897585
2025-06-06,2042386.2798629338
2025-06-09,2047402.4352418976
2025-06-10,2049478.5952746137
2025-06-11,2049757.96073296
2025-06-12,2054437.2915640415
2025-06-13,2047303.0601431553
2025-06-16,2049283.2656322233
2025-06-17,2047495.8802876163
2025-06-18,2044827.604583531
2025-06-20,2040692.2012018808
2025-06-23,2039626.6846130432
2025-06-24,2044583.312075865
2025-06-25,2044124.6836198901
2025-06-26,2050826.986711181
2025-06-27,2047392.7084737457
2025-06-30,2051585.6350861564
2025-07-01,2050760.7515047265
2025-07-02,2055852.199660809
2025-07-03,2059938.3224699954
2025-07-07,2050473.836913679
2025-07-08,2052810.855110097
2025-07-09,2057782.3263576205
2025-07-10,2058725.5745805954
2025-07-11,2055835.9000749565
2025-07-14,2056709.7993649894
2025-07-15,2051644.0636386038
2025-07-16,2056669.6241905803
2025-07-17,2061040.5966655083
2025-07-18,2058811.8159953502
2025-07-21,2064780.9911141705
2025-07-22,2068459.5064378271
2025-07-23,2077342.4803845505
2025-07-24,2073931.8308415124
2025-07-25,2069659.2039972646
2025-07-28,2064630.2721674265
2025-07-29,2063552.4934658683
2025-07-30,2056434.2790696064
2025-07-31,2050992.802635744
2025-08-01,2038329.0320758559
2025-08-04,2058051.7864924849
2025-08-05,2058055.3697553636
2025-08-06,2064392.5085608612
2025-08-07,2068986.3787410446
2025-08-08,2073587.2041107833
2025-08-11,2069393.8278554457
2025-08-12,2079254.1343353635
2025-08-13,2086096.2913930127
2025-08-14,2079934.02018938
2025-08-15,2078717.8286523558
2025-08-18,2079653.0810614424
2025-08-19,2070044.7710426934
2025-08-20,2068030.355940119
2025-08-21,2062825.8891442544
2025-08-22,2084629.478590912
2025-08-25,2078054.3901574693
2025-08-26,2079322.8968071756
2025-08-27,2078606.8070330042
2025-08-28,2083304.6719811477
2025-08-29,2079958.594168061
2025-09-02,2081672.6441777523
2025-09-03,2089049.8706071358
2025-09-04,2090178.4141023026
2025-09-05,2102110.8013885524
2025-09-08,2112720.8381487164
2025-09-09,2113099.864529922
2025-09-10,2116453.148237775
2025-09-11,2128582.1646955363
2025-09-12,2129759.083809503
2025-09-15,2139873.528208087
2025-09-16,2141780.604193995
2025-09-17,2137538.180104178
2025-09-18,2137993.722917423
2025-09-19,2144087.4621092286
2025-09-22,2156769.8984083026
2025-09-23,2156863.872816346
2025-09-24,2148736.628605211
2025-09-25,2147923.4185033506
2025-09-26,2155822.647945071
2025-09-29,2169409.3219139357
2025-09-30,2176060.5305596692
2025-10-01,2183341.6646600226
2025-10-02,2182052.238734604
2025-10-03,2187279.1411758927
2025-10-06,2198545.349589779
2025-10-07,2193325.2438765764
2025-10-08,2206127.0459435973
2025-10-09,2191184.3960749605
2025-10-10,2164015.659535011
2025-10-13,2190830.2913815365
2025-10-14,2187048.7280056826
2025-10-15,2206863.849208936
2025-10-16,2219820.1730045113
2025-10-17,2211804.143549591
2025-10-20,2237385.466848597
2025-10-21,2212321.865843022
2025-10-22,2209850.9556284896
2025-10-23,2215098.383681787
2025-10-24,2219659.0472816178
2025-10-27,2223670.235765056
2025-10-28,2222435.4323578365
2025-10-29,2221120.386804429
2025-10-30,2216510.888127032
2025-10-31,2215174.656732416
2025-11-03,2218573.7591882995
2025-11-04,2204404.09163523
2025-11-05,2211982.963028381
2025-11-06,2201149.065406149
2025-11-07,2200842.8676187587
2025-11-10,2221316.8601087867
2025-11-11,2222013.1678269817
2025-11-12,2224808.087730739
2025-11-13,2216522.230060945
2025-11-14,2216651.849656039
2025-11-17,2204963.0656170603
2025-11-18,2203682.745647072
2025-11-19,2202251.01053285
2025-11-20,2182372.155369682
2025-11-21,2189552.6613593027
2025-11-24,2203277.1885880404
2025-11-25,2204593.9664610205
2025-11-26,2208856.767576488
2025-11-28,2212312.8715488976
2025-12-01,2213582.0141496104
2025-12-02,2213653.067103416
2025-12-03,2214207.2548836805
2025-12-04,2212764.104318297
2025-12-05,2215553.37287913
2025-12-08,2212808.978880923
2025-12-09,2214743.7280927706
2025-12-10,2223663.579945977
2025-12-11,2229316.349529033
2025-12-12,2223198.067670527
2025-12-15,2220848.0053957202
2025-12-16,2217509.10000635
2025-12-17,2214714.3088514423
2025-12-18,2219839.475868341
2025-12-19,2232998.2597450544
2025-12-22,2248455.0048227324
2025-12-23,2260634.2243763846
2025-12-24,2260319.3650976806
2025-12-26,2275791.6244570673
2025-12-29,2246037.396821564
2025-12-30,2248346.646676621
2025-12-31,2241241.036216204
2026-01-02,2248160.375791603
2026-01-05,2269176.037027205
2026-01-06,2275254.4884341955
2026-01-07,2268463.276170456
2026-01-08,2271602.5687425616
2026-01-09,2278992.5514323376
2026-01-12,2295255.2616929193
2026-01-13,2292243.7678709067
2026-01-14,2302548.5684304135
2026-01-15,2300660.4502641447
2026-01-16,2295886.660139531
2026-01-20,2304569.236679341
2026-01-21,2326705.0052890424
2026-01-22,2344174.1779890666
2026-01-23,2359442.1987381373
2026-01-26,2372253.739338267
2026-01-27,2398267.1581340027
2026-01-28,2420762.502694557
2026-01-29,2411062.0539108156
2026-01-30,2357693.165238475
2026-02-02,2349244.4996732064
2026-02-03,2348149.124653791
2026-02-04,2348843.0586229544
2026-02-05,2341141.47559457
2026-02-06,2369893.6241850164
2026-02-09,2372571.7835983527
2026-02-10,2374598.4566061525
2026-02-11,2377439.4189009652
2026-02-12,2368812.070075088
2026-02-13,2371233.4814307056
2026-02-17,2371718.788358342
2026-02-18,2373252.98954203
2026-02-19,2371065.7504428932
2026-02-20,2380600.982597397
2026-02-23,2375195.4368789988
2026-02-24,2384605.7725297003
2026-02-25,2391034.877271823
2026-02-26,2388092.0803741184
2026-02-27,2387833.053369597
2026-03-02,2386476.76569648
2026-03-03,2366353.080990684
2026-03-04,2373549.985896316
2026-03-05,2369424.734065616
2026-03-06,2380225.02218657
2026-03-09,2391950.58367459
2026-03-10,2391709.0144059714
2026-03-11,2397528.4455602746
2026-03-12,2388957.4840596486
2026-03-13,2385094.6932420894
2026-03-16,2391661.1579696266
2026-03-17,2397110.4238744117
2026-03-18,2395171.4301750325
2026-03-19,2391261.588777571
2026-03-20,2386917.4897313253
2026-03-23,2377467.345073734
2026-03-24,2377491.9787879908
2026-03-25,2378674.028377517
2026-03-26,2379894.829824911
2026-03-27,2383885.941841668
2026-03-30,2384980.1408775896
2026-03-31,2382687.171492162
2026-04-01,2380005.965819003
2026-04-02,2388650.4586893236
2026-04-06,2391814.370653572
2026-04-07,2391069.9785476145
2026-04-08,2364435.434113514
2026-04-09,2366245.426608047
2026-04-10,2363404.479481886
2026-04-13,2369060.2262220494
2026-04-14,2364840.55468379
2026-04-15,2366020.780156544
2026-04-16,2371441.352405397
2026-04-17,2363709.6747692553
2026-04-20,2367613.290364886
2026-04-21,2366540.6717445627
2026-04-22,2376912.5791681493
2026-04-23,2378341.7920266176
2026-04-24,2387151.952686951
2026-04-27,2389625.1693173954
2026-04-28,2389750.8194902986
2026-04-29,2399140.902877568
2026-04-30,2411562.3723034305
2026-05-01,2410316.47005127
2026-05-04,2416309.7384893363
2026-05-05,2424862.4874230754
2026-05-06,2428390.7857600376
2026-05-07,2418117.5886670193
2026-05-08,2433201.2743070726
2026-05-11,2447837.0153893232
2026-05-12,2439857.221217856
2026-05-13,2443751.9279569383
2026-05-14,2445470.3053495404
2026-05-15,2425377.03839259
2026-05-18,2426073.513615695
2026-05-19,2423105.200603779
2026-05-20,2433272.859343149
2026-05-21,2432819.3615403646
2026-05-22,2432330.517490198
2026-05-26,2445149.1776128933
2026-05-27,2437788.1770728836
2026-05-28,2441122.131460621
