,Actual_Return,Prediction,Position_Binary (t=0),Position_Binary (t=opt),Position_Scaled,Position_Adaptive,Equity_Binary (t=0),Equity_Binary (t=opt),Equity_Scaled,Equity_Adaptive,BnH_Equity
2019-10-04,0.6557,0.2389,1.0000,0.0000,0.4779,1.0000,3.3573,2.0129,1.9530,2.3940,3.2015
2019-10-11,0.5704,0.1766,1.0000,0.0000,0.3531,1.0000,3.3765,2.0129,1.9569,2.4077,3.2197
2019-10-18,1.2182,0.1237,1.0000,0.0000,0.2475,1.0000,3.4176,2.0129,1.9628,2.4370,3.2589
2019-10-25,1.5053,0.1793,1.0000,0.0000,0.3586,1.0000,3.4690,2.0129,1.9733,2.4737,3.3080
2019-11-01,0.9146,0.1648,1.0000,0.0000,0.3296,1.0000,3.5008,2.0129,1.9792,2.4963,3.3383
2019-11-08,0.9225,0.1887,1.0000,0.0000,0.3774,1.0000,3.5331,2.0129,1.9861,2.5194,3.3691
2019-11-15,-0.2663,0.1764,1.0000,0.0000,0.3529,1.0000,3.5237,2.0129,1.9842,2.5126,3.3601
2019-11-22,1.0774,0.1548,1.0000,0.0000,0.3097,1.0000,3.5616,2.0129,1.9908,2.5397,3.3963
2019-11-29,0.1781,0.1584,1.0000,0.0000,0.3168,1.0000,3.5680,2.0129,1.9920,2.5442,3.4023
2019-12-06,0.7781,0.2246,1.0000,0.0000,0.4491,1.0000,3.5957,2.0129,1.9989,2.5640,3.4288
2019-12-13,1.5716,0.1109,1.0000,0.0000,0.2218,1.0000,3.6522,2.0129,2.0058,2.6043,3.4827
2019-12-20,0.6641,0.1390,1.0000,0.0000,0.2779,1.0000,3.6765,2.0129,2.0094,2.6216,3.5058
2019-12-27,-0.1394,0.1912,1.0000,0.0000,0.3824,1.0000,3.6714,2.0129,2.0083,2.6180,3.5009
2020-01-03,1.0235,0.1529,1.0000,0.0000,0.3057,1.0000,3.7089,2.0129,2.0146,2.6448,3.5368
2020-01-10,1.9158,0.1398,1.0000,0.0000,0.2796,1.0000,3.7800,2.0129,2.0254,2.6954,3.6045
2020-01-17,-0.9580,0.1622,1.0000,0.0000,0.3245,1.0000,3.7438,2.0129,2.0190,2.6696,3.5700
2020-01-24,-2.1413,0.1933,1.0000,0.0000,0.3866,1.0000,3.6636,2.0129,2.0023,2.6125,3.4936
2020-01-31,3.2542,0.3103,1.0000,1.0000,0.6206,1.0000,3.7828,2.0780,2.0426,2.6975,3.6072
2020-02-07,1.6255,0.1013,1.0000,0.0000,0.2026,1.0000,3.8443,2.0776,2.0492,2.7413,3.6659
2020-02-14,-1.2204,0.1532,1.0000,0.0000,0.3063,1.0000,3.7974,2.0776,2.0415,2.7079,3.6211
2020-02-21,-11.1611,0.1125,1.0000,0.0000,0.2249,1.0000,3.3736,2.0776,1.9902,2.4056,3.2170
2020-02-28,0.4051,0.9004,1.0000,1.0000,1.0000,1.0000,3.3872,2.0856,1.9980,2.4154,3.2300
2020-03-06,-9.4601,0.0793,1.0000,0.0000,0.1587,0.0000,3.0668,2.0852,1.9676,2.4149,2.9245
2020-03-13,-14.5457,1.2729,1.0000,1.0000,1.0000,1.0000,2.6207,1.7814,1.6811,2.0632,2.4991
2020-03-20,10.7605,2.3467,1.0000,1.0000,1.0000,1.0000,2.9027,1.9731,1.8620,2.2852,2.7680
2020-03-27,-2.0638,1.3957,1.0000,1.0000,1.0000,1.0000,2.8428,1.9324,1.8236,2.2380,2.7109
2020-04-03,12.0916,1.7815,1.0000,1.0000,1.0000,1.0000,3.1866,2.1661,2.0441,2.5086,3.0386
2020-04-10,3.0338,0.5864,1.0000,1.0000,1.0000,1.0000,3.2832,2.2318,2.1061,2.5847,3.1308
2020-04-17,-1.2803,0.5474,1.0000,1.0000,1.0000,1.0000,3.2412,2.2032,2.0791,2.5516,3.0907
2020-04-24,-0.0636,0.4015,1.0000,1.0000,0.8031,1.0000,3.2391,2.2018,2.0780,2.5500,3.0888
2020-05-01,3.4124,0.2053,1.0000,0.0000,0.4105,1.0000,3.3497,2.2014,2.1069,2.6370,3.1942
2020-05-08,-2.1064,0.3498,1.0000,1.0000,0.6997,1.0000,3.2791,2.1546,2.0757,2.5815,3.1269
2020-05-15,3.1997,0.3813,1.0000,1.0000,0.7625,1.0000,3.3840,2.2235,2.1264,2.6641,3.2269
2020-05-22,3.0057,0.0612,1.0000,0.0000,0.1224,0.0000,3.4857,2.2231,2.1339,2.6635,3.3239
2020-05-29,4.9356,0.2119,1.0000,0.0000,0.4238,1.0000,3.6578,2.2231,2.1784,2.7945,3.4880
2020-06-05,-4.7379,0.0302,1.0000,0.0000,0.0604,0.0000,3.4845,2.2231,2.1720,2.7939,3.3227
2020-06-12,1.9027,-0.0209,0.0000,0.0000,0.0000,0.0000,3.4838,2.2231,2.1720,2.7939,3.3860
2020-06-19,-2.7832,-0.0686,0.0000,0.0000,0.0000,0.0000,3.4838,2.2231,2.1720,2.7939,3.2917
2020-06-26,4.0593,-0.0286,0.0000,0.0000,0.0000,0.0000,3.4838,2.2231,2.1720,2.7939,3.4253
2020-07-03,1.7166,0.0892,1.0000,0.0000,0.1784,0.0000,3.5429,2.2231,2.1786,2.7939,3.4841
2020-07-10,1.3004,0.0411,1.0000,0.0000,0.0822,0.0000,3.5890,2.2231,2.1809,2.7939,3.5294
2020-07-17,-0.2611,0.0244,1.0000,0.0000,0.0489,0.0000,3.5796,2.2231,2.1806,2.7939,3.5202
2020-07-24,1.7576,0.0189,1.0000,0.0000,0.0378,0.0000,3.6425,2.2231,2.1820,2.7939,3.5821
2020-07-31,2.4654,-0.0516,0.0000,0.0000,0.0000,0.0000,3.6418,2.2231,2.1820,2.7939,3.6704
2020-08-07,0.6785,0.0279,1.0000,0.0000,0.0558,0.0000,3.6658,2.2231,2.1828,2.7939,3.6953
2020-08-14,0.7838,-0.0003,0.0000,0.0000,0.0000,0.0000,3.6650,2.2231,2.1828,2.7939,3.7243
2020-08-21,3.2697,-0.0373,0.0000,0.0000,0.0000,0.0000,3.6650,2.2231,2.1828,2.7939,3.8461
2020-08-28,-2.2847,-0.0157,0.0000,0.0000,0.0000,1.0000,3.6650,2.2231,2.1828,2.7295,3.7582
2020-09-04,-2.4842,0.0023,1.0000,0.0000,0.0047,1.0000,3.5733,2.2231,2.1825,2.6617,3.6648
2020-09-11,-0.6246,-0.0658,0.0000,0.0000,0.0000,0.0000,3.5725,2.2231,2.1825,2.6612,3.6419
2020-09-18,-0.5807,0.1067,1.0000,0.0000,0.2133,1.0000,3.5511,2.2231,2.1797,2.6452,3.6208
2020-09-25,1.5545,0.2034,1.0000,0.0000,0.4067,1.0000,3.6063,2.2231,2.1934,2.6863,3.6771
2020-10-02,3.8971,0.1458,1.0000,0.0000,0.2917,1.0000,3.7468,2.2231,2.2183,2.7910,3.8204
2020-10-09,0.1268,0.2025,1.0000,0.0000,0.4050,1.0000,3.7516,2.2231,2.2194,2.7945,3.8252
2020-10-16,-0.4348,0.0902,1.0000,0.0000,0.1804,1.0000,3.7353,2.2231,2.2175,2.7824,3.8086
2020-10-23,-5.5642,0.1239,1.0000,0.0000,0.2478,1.0000,3.5274,2.2231,2.1869,2.6276,3.5967
2020-10-30,7.2334,0.3531,1.0000,1.0000,0.7062,1.0000,3.7826,2.3834,2.2985,2.8176,3.8568
2020-11-06,2.2676,0.0805,1.0000,0.0000,0.1609,1.0000,3.8683,2.3829,2.3066,2.8815,3.9443
2020-11-13,-0.7735,0.2359,1.0000,0.0000,0.4718,1.0000,3.8384,2.3829,2.2980,2.8592,3.9138
2020-11-20,2.3471,0.2635,1.0000,0.0000,0.5269,1.0000,3.9285,2.3829,2.3264,2.9263,4.0056
2020-11-27,1.6993,0.1624,1.0000,0.0000,0.3249,1.0000,3.9953,2.3829,2.3392,2.9761,4.0737
2020-12-04,-0.9598,0.1664,1.0000,0.0000,0.3327,1.0000,3.9569,2.3829,2.3317,2.9475,4.0346
2020-12-11,1.2159,0.2575,1.0000,0.0000,0.5151,1.0000,4.0050,2.3829,2.3462,2.9833,4.0837
2020-12-18,-0.0488,0.1749,1.0000,0.0000,0.3498,1.0000,4.0031,2.3829,2.3457,2.9819,4.0817
2020-12-25,1.3225,0.1530,1.0000,0.0000,0.3060,1.0000,4.0560,2.3829,2.3552,3.0213,4.1356
2021-01-01,1.9739,0.1627,1.0000,0.0000,0.3253,1.0000,4.1361,2.3829,2.3703,3.0810,4.2173
2021-01-08,-1.4584,0.1910,1.0000,0.0000,0.3820,1.0000,4.0758,2.3829,2.3571,3.0360,4.1558
2021-01-15,1.9111,0.0982,1.0000,0.0000,0.1963,1.0000,4.1537,2.3829,2.3658,3.0940,4.2352
2021-01-22,-3.3457,0.0781,1.0000,0.0000,0.1562,1.0000,4.0147,2.3829,2.3535,2.9905,4.0935
2021-01-29,4.7667,0.3607,1.0000,1.0000,0.7213,1.0000,4.2061,2.4960,2.4341,3.1331,4.2886
2021-02-05,1.2716,0.0592,1.0000,0.0000,0.1184,0.0000,4.2595,2.4955,2.4375,3.1324,4.3432
2021-02-12,-0.6647,0.1291,1.0000,0.0000,0.2581,0.0000,4.2312,2.4955,2.4332,3.1324,4.3143
2021-02-19,-2.4793,0.0329,1.0000,0.0000,0.0657,0.0000,4.1263,2.4955,2.4292,3.1324,4.2073
2021-02-26,0.8597,0.3905,1.0000,1.0000,0.7811,1.0000,4.1618,2.5165,2.4451,3.1587,4.2435
2021-03-05,2.7188,0.2175,1.0000,0.0000,0.4350,1.0000,4.2749,2.5160,2.4739,3.2446,4.3589
2021-03-12,-0.8385,0.1716,1.0000,0.0000,0.3431,1.0000,4.2391,2.5160,2.4667,3.2174,4.3223
2021-03-19,1.6689,0.3796,1.0000,1.0000,0.7592,1.0000,4.3098,2.5575,2.4978,3.2711,4.3945
2021-03-26,1.1692,0.2722,1.0000,0.0000,0.5443,1.0000,4.3602,2.5570,2.5136,3.3094,4.4458
2021-04-02,2.7159,0.1774,1.0000,0.0000,0.3548,1.0000,4.4787,2.5570,2.5377,3.3992,4.5666
2021-04-09,1.4022,0.1308,1.0000,0.0000,0.2616,0.0000,4.5415,2.5570,2.5470,3.3986,4.6306
2021-04-16,-0.1246,0.1528,1.0000,0.0000,0.3055,1.0000,4.5358,2.5570,2.5460,3.3936,4.6248
2021-04-23,0.1344,0.0668,1.0000,0.0000,0.1335,0.0000,4.5419,2.5570,2.5463,3.3930,4.6311
